Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
DGS,Department of General Services,Building Design and Construction,M,99852,10563.83
DGS,Department of General Services,Facilities Maintenance,M,95236,9049.79
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,M,95236,16820.85
DGS,Department of General Services,Building Design and Construction,M,99852,29930.65
DGS,Department of General Services,Building Design and Construction,M,96514.05,131.54
DGS,Department of General Services,Fleet Management Services,M,76486.84,229.13
DGS,Department of General Services,Central Duplicating,F,70682.91,25432.01
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,8923.27
DGS,Department of General Services,Facilities Maintenance,M,82691,35298.35
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,10497.97
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,9958.11
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,12425.4
DGS,Department of General Services,Facilities Maintenance,F,45935.77,3463.3
DGS,Department of General Services,Fleet Management Fleet Services,M,91151.97,2958.13
DGS,Department of General Services,Facilities Maintenance,M,68575,9117.13
DGS,Department of General Services,Facilities Maintenance,F,43848.94,331.85
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,9988.71
DGS,Department of General Services,Facilities Maintenance,M,78902,8097.08
DGS,Department of General Services,Building Design and Construction,M,99852,21761.48
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,12194.42
DGS,Department of General Services,Facilities Maintenance,M,80871,240.3
DGS,Department of General Services,Fleet Management Administration,M,85584.76,0
DGS,Department of General Services,Fleet Management Services,M,69272.87,0
DGS,Department of General Services,Property Management,M,102377,38030.37
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,10332.23
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,10132.23
DGS,Department of General Services,Fleet Management Fleet Services,M,95236,0
DGS,Department of General Services,Fleet Management Services,M,69281.95,7743.22
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,1166.44
DGS,Department of General Services,Building Design and Construction,M,98917.59,1465.1
DGS,Department of General Services,Facilities Maintenance,M,43511.13,2854.14
DGS,Department of General Services,Central Duplicating,M,70616.96,25428.45
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Director,M,187233,0
DGS,Department of General Services,Fleet Management Administration,M,89188.69,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,583.22
DGS,Department of General Services,Fleet Management Administration,M,107715.81,0
DGS,Department of General Services,Fleet Management Fleet Services,M,93903.77,20819.32
DGS,Department of General Services,Fleet Management Fleet Services,M,73857.16,4782.44
DGS,Department of General Services,Real Estate Office,M,109761,0
DGS,Department of General Services,Facilities,F,89667.89,0
DGS,Department of General Services,Central Duplicating,M,59682.11,20329.05
DGS,Department of General Services,Fleet Management Fleet Services,M,72231.94,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,10087.83
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,564.53
DGS,Department of General Services,Central Duplicating,M,54100.26,132.92
DGS,Department of General Services,Administration and Budget,F,92806.26,0
DGS,Department of General Services,Central Duplicating,F,56873.98,754.45
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.54,6245.54
DGS,Department of General Services,Central Duplicating,M,53513.23,226.47
DGS,Department of General Services,Central Duplicating,M,67816.85,1054.44
DGS,Department of General Services,Central Duplicating,F,62044.32,0
DGS,Department of General Services,Central Duplicating,F,52995.04,37.38
DGS,Department of General Services,Fleet Management Services,M,69281.95,968.75
DGS,Department of General Services,Fleet Management Services,M,63992.88,2086.66
DGS,Department of General Services,Fleet Management Fleet Services,M,72187.09,0
DGS,Department of General Services,Central Duplicating,M,62906.04,820.82
DGS,Department of General Services,Building Design and Construction,M,126584,0
DGS,Department of General Services,Central Duplicating,M,54999.69,38.8
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,9732.41
DGS,Department of General Services,Automation,F,108692.42,0
DGS,Department of General Services,Facilities Maintenance,M,81617,2027.99
DGS,Department of General Services,Facilities Maintenance,M,43756.72,364.1
DGS,Department of General Services,Facilities Maintenance,F,43756.72,1592.32
DGS,Department of General Services,Fleet Management Fleet Services,M,69623.68,318.75
DGS,Department of General Services,Facilities Maintenance,M,66783.79,9421.75
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.54,9399.44
DGS,Department of General Services,Facilities Maintenance,M,51593.7,2616.58
DGS,Department of General Services,Fleet Management Administration,M,99852,3873.38
DGS,Department of General Services,Fleet Management Services,M,107176.77,0
DGS,Department of General Services,Central Duplicating,M,71494.09,170.52
DGS,Department of General Services,Facilities Maintenance,M,41922.5,399.19
DGS,Department of General Services,Planning and Development,F,103505.78,0
DGS,Department of General Services,Facilities Maintenance,M,75261.99,10404.24
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,1532.06
DGS,Department of General Services,Fleet Management Fleet Services,M,69616.03,1165.12
DGS,Department of General Services,Facilities Maintenance,M,75261.99,159.25
DGS,Department of General Services,Facilities Maintenance,M,75261.99,3184.97
DGS,Department of General Services,Property Management,F,104680,22178.74
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Facilities Maintenance,M,75261.99,31129.13
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
,Department of General Services,ADA Compliance,M,126584,0
DGS,Department of General Services,Property Management,F,104680,33924.91
DGS,Department of General Services,Fleet Management Services,M,74395.04,4504.34
DGS,Department of General Services,Facilities Maintenance,M,76874.77,39254.12
DGS,Department of General Services,Fleet Management Fleet Services,M,83325.79,8713.24
DGS,Department of General Services,Facilities Maintenance,M,78902,723.45
DGS,Department of General Services,Fleet Management Fleet Services,M,79894.36,1511.85
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,82691,970.7
DGS,Department of General Services,Director,F,163190.05,0
DGS,Department of General Services,Facilities Maintenance,M,60535.93,3462.66
DGS,Department of General Services,Fleet Management Administration,M,67221.09,5772.48
DGS,Department of General Services,Facilities,M,41662.9,0
DGS,Department of General Services,Facilities,F,59175.84,1431.55
DGS,Department of General Services,Building Design and Construction,M,126584,297.6
DGS,Department of General Services,Fleet Management Fleet Services,M,77192.54,1741.73
DGS,Department of General Services,Fleet Management Fleet Services,M,62279.19,0
DGS,Department of General Services,Energy and Sustainability,M,126584,0
DGS,Department of General Services,Contracting and Accounts Payable,F,83475.5,0
DGS,Department of General Services,Real Estate Office,M,109761,0
DGS,Department of General Services,Fleet Management Fleet Services,M,60869.92,5748.54
DGS,Department of General Services,Fleet Management Services,M,94323.23,0
DGS,Department of General Services,Fleet Management Services,F,69272.98,8926.63
DGS,Department of General Services,Fleet Management Services,M,61503.47,8962.44
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Administration and Budget,M,38986.92,0
DGS,Department of General Services,Fleet Management Fleet Services,M,82691,0
DGS,Department of General Services,Fleet Management Fleet Services,M,62796.66,4283.47
DGS,Department of General Services,Administration and Budget,M,100938.17,0
DGS,Department of General Services,Contracting and Accounts Payable,F,78121.82,0
DGS,Department of General Services,Director,F,182116.02,0
DGS,Department of General Services,Energy and Sustainability,M,104833.36,0
DGS,Department of General Services,Fleet Management Fleet Services,M,49135.55,7267.61
DGS,Department of General Services,Facilities Maintenance,M,70264.55,1341.1
DGS,Department of General Services,Fleet Management Fleet Services,M,74582.17,7313.77
DGS,Department of General Services,ADA Compliance,M,96494.35,0
DGS,Department of General Services,Fleet Management Fleet Services,M,54525.46,1937.6
DGS,Department of General Services,Central Duplicating,M,47651.53,201.66
DGS,Department of General Services,Fleet Management Administration,F,75051.15,0
DGS,Department of General Services,Facilities Maintenance,M,67099.75,15019.12
DGS,Department of General Services,Fleet Management Fleet Services,M,64602.19,5934.5
DGS,Department of General Services,Central Duplicating,F,47414.45,3847.01
DGS,Department of General Services,Facilities Maintenance,M,72307.05,6533.46
DGS,Department of General Services,Facilities Major Programs,M,37931.56,0
DGS,Department of General Services,Fleet Management Fleet Services,M,57968.62,3745.53
DGS,Department of General Services,Central Duplicating,M,53341.26,36.35
DGS,Department of General Services,Fleet Management Fleet Services,M,58675.39,0
DGS,Department of General Services,Central Duplicating,M,57501.88,21646.22
DGS,Department of General Services,Fleet Management Fleet Services,M,71852,0
DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,77491.36,8003.3
DGS,Department of General Services,Energy and Sustainability,M,79770.51,0
DGS,Department of General Services,Fleet Management Fleet Services,M,64994.19,83.14
DGS,Department of General Services,Facilities Maintenance,M,59660,14201.69
